Time,Dope,a,c,Size,Abs
-1.525075309896105,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.35557175359344
-1.525075309896105,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-3.9220804353490566
-1.525075309896105,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-3.091706974082307
-1.525075309896105,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.1467336902850616
-1.525075309896105,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.1743399303955568
-1.525075309896105,-0.11377780075826731,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.2698808694844315
-1.525075309896105,-0.11377780075826731,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.2512603995025016
-1.525075309896105,-0.11377780075826731,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.650533507168582
-1.525075309896105,1.365333609099206,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.4696928729054048
-1.525075309896105,1.365333609099206,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.2913830495982297
-1.525075309896105,1.365333609099206,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.0102069304910242
-1.525075309896105,1.365333609099206,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.3898648201622987
-1.525075309896105,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.196073098916806
-1.525075309896105,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.4489818391073865
-1.525075309896105,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-3.2496194275620716
-1.525075309896105,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.3647743712834617
-1.525075309896105,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.053179285125859
-1.525075309896105,-0.11377780075826731,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.2831945985316207
-1.525075309896105,-0.11377780075826731,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.6270069001263938
-1.525075309896105,-0.11377780075826731,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.758932458933915
-1.525075309896105,1.365333609099206,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.4320329430879815
-1.525075309896105,1.365333609099206,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.2704561887910346
-1.525075309896105,1.365333609099206,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.0310136711932085
-1.525075309896105,1.365333609099206,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.2641451537017154
-1.525075309896105,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.0858955415271772
-1.525075309896105,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-3.100622933071876
-1.525075309896105,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.4396821545865783
-1.525075309896105,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.502754925392389
-1.525075309896105,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.08156924612993
