Time,Dope,a,c,Size,Abs
-1.525075309896105,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.2427980587787533
-1.525075309896105,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.4038014597112443
-1.525075309896105,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-3.5205548861487954
-1.525075309896105,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,-0.21060106796125197
-1.525075309896105,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,0.08031882770030542
-1.525075309896105,-0.11377780075826731,0.2815749948425367,0.29343138162835697,0.6666768784877982,0.23312049707012897
-1.525075309896105,-0.11377780075826731,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.6704051939451654
-1.525075309896105,-0.11377780075826731,0.2850358914069424,0.28983065672636665,0.4594273271318089,-2.2085633457639933
-1.525075309896105,1.365333609099206,0.2908040523476183,0.285509786843978,0.07318952687746466,-1.774276399416879
-1.525075309896105,1.365333609099206,0.2815749948425367,0.29343138162835697,0.6666768784877982,-0.8389082471136196
-1.525075309896105,1.365333609099206,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.738082639703076
-1.525075309896105,1.365333609099206,0.2850358914069424,0.28983065672636665,0.4594273271318089,-2.356366427488528
-1.525075309896105,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-0.9447084314786259
-1.525075309896105,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.6184262745500761
-1.525075309896105,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.9598367092653404
-1.525075309896105,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,0.1084000961948076
-1.525075309896105,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,0.13380114061041193
-1.525075309896105,-0.11377780075826731,0.2815749948425367,0.29343138162835697,0.6666768784877982,0.2157257314345418
-1.525075309896105,-0.11377780075826731,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.8171546033750903
-1.525075309896105,-0.11377780075826731,0.2850358914069424,0.28983065672636665,0.4594273271318089,-2.290643410132798
-1.525075309896105,1.365333609099206,0.2908040523476183,0.285509786843978,0.07318952687746466,-0.8755692176727576
-1.525075309896105,1.365333609099206,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.0550719436626677
-1.525075309896105,1.365333609099206,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.8628191181003253
-1.525075309896105,1.365333609099206,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.4088284700887819
-1.525075309896105,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-0.8201564665802582
-1.525075309896105,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-2.1102569037025676
-1.525075309896105,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-2.420920735353212
-1.525075309896105,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,-0.018491594155494354
-1.525075309896105,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,0.10973004195951648
-1.525075309896105,-0.11377780075826731,0.2815749948425367,0.29343138162835697,0.6666768784877982,0.19841266333335322
-1.525075309896105,-0.11377780075826731,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.826192490544353
-1.525075309896105,-0.11377780075826731,0.2850358914069424,0.28983065672636665,0.4594273271318089,-1.7407131032942393
-1.525075309896105,1.365333609099206,0.2908040523476183,0.285509786843978,0.07318952687746466,-0.46746137772048607
-1.525075309896105,1.365333609099206,0.2815749948425367,0.29343138162835697,0.6666768784877982,-1.154082214349121
-1.525075309896105,1.365333609099206,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-1.2419705189212624
-1.525075309896105,1.365333609099206,0.2850358914069424,0.28983065672636665,0.4594273271318089,-2.180365183948989
-1.525075309896105,-1.5928892106157408,-3.458500559091769,-3.4585239662456537,-3.3087463338861824,-1.003674038578021
-1.525075309896105,-1.5928892106157408,-3.458500559091769,-3.4585239662456537,-3.3087463338861824,0.07600738933447877
-1.525075309896105,-1.5928892106157408,-3.458500559091769,-3.4585239662456537,-3.3087463338861824,-0.7814641596077109
-1.0893395070686465,-0.8533335056870041,0.2908040523476183,0.285509786843978,0.07318952687746466,-0.5574970057074986
-1.0893395070686465,-0.8533335056870041,0.2815749948425367,0.29343138162835697,0.6666768784877982,-0.7024738730629236
-1.0893395070686465,-0.8533335056870041,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.6708248409696607
-1.0893395070686465,-0.8533335056870041,0.2850358914069424,0.28983065672636665,0.4594273271318089,0.5885218722716251
-1.0893395070686465,-0.11377780075826731,0.2908040523476183,0.285509786843978,0.07318952687746466,-0.8131686942172968
-1.0893395070686465,-0.11377780075826731,0.2815749948425367,0.29343138162835697,0.6666768784877982,-0.7881926796130176
-1.0893395070686465,-0.11377780075826731,0.29541858110015906,0.28406949688318195,-0.0963782878683447,-0.7367197725921039
-1.0893395070686465,-0.11377780075826731,0.2850358914069424,0.28983065672636665,0.4594273271318089,-0.9605462978496079
